"id","schema","name","aliases","birth_date","countries","addresses","identifiers","sanctions","phones","emails","program_ids","dataset","first_seen","last_seen","last_change"
"NK-Ztv5jHYLZPgyqUPA3Yp4QA","LegalEntity","Scientific-Production Enterprise “Kant”","Kant;NPP Kant;カント;学術生産企業「カント」","","","12 Talalikhina Street Floor 7, Moscow, 109316, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-a3vquj3KWKHFiGVSDtVchs","LegalEntity","OAO Radiofizi","PJSC Radiophysics;公共株式会社ラジオフィジックス;公開株式会社ラジオフィジカ","","","10 Geroyev Panfilov St., Moscow, 125363, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-a4UGN4Y64G9YVspMRSBSKC","LegalEntity","Tactical Missile Corporation, Joint Stock Company Ravenstvo","Joint-Stock Company Ravenstvo;戦術ミサイル兵器コーポレーション、株式会社ラヴェンストヴォ","","","19 Promyshlennaya Street, St. Petersburg, 198099, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-a9AfgLSKUVSsPsAQ8c8xUE","LegalEntity","V.A. Trapeznikov Institute of Control Sciences of Russian Academy of Sciences","ICS RAS;IPU RAS;ロシア科学アカデミーV.A.トラペズニコフ名称制御科学研究所","","","65 Profsoyuznaya Street, Business Center Vozdvizhenka Center Voentorg, Moscow, 117997, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-aAAmak5yauyskYJzuRdxG4","LegalEntity","Joint Stock Company Scientific Research Institute of Electronic Engineering Materials","AO NIIMET;AO Nauchno-Issledovatelskiy Institut Materialov Elektronnoi Tekhniki;JSC NIIMET;株式会社 NIIMET;株式会社電子工学材料科学研究所","","","1 Gagarina Street, Kaluga, Kaluga Oblast, 248650, Russia;17 Second Academicheskiy Drive, Building 3G, Rooms 27–40, Kaluga, Kaluga Oblast, 248033, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-aAXy9LDCQG9qxsbkHC2jgz","LegalEntity","Promelektroni","Promelectronica;ZAO Promelektronika;プロメレクトロニカ;閉鎖式株式会社プロメレクトロニカ","","","70 Kolmogorova Street, Ekaterinburg, Sverdlovskaya Oblast, 620034, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-aDWhNoZCnzPVqSAm7UvWL3","LegalEntity","International Center for Quantum Optics and Quantum Technologies LLS","RQC;Russian Quantum Center;ロシア量子センター;国際量子光学・量子技術センター","","","100A Novaya Street, Skolkovo, Odintsovsky District, Moscow, 143025, Russia.;30 Bolshoy Blvd, Bldg 1, Moscow, 121205, Russia;Business-center “Ural,” 100 Novaya Street, Skolkovo, Moscow, 143025, Russia","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-aDYmrZjjArHjaaJxQ2DaWC","LegalEntity","Ship Maintenance Center Zvezdoch","FL 5 Suderemontny Zavod AO TSS Zvezdochka;FL5船舶修理工場株式会社 TSSズヴョーズダチカ;Zvezdochka CS;Zvezdochka Ship Repair Center JSC;ズヴョーズダチカCS;ズヴョーズダチカ船舶整備センター;株式会社ズヴョーズダチカ船舶修理センター","","","12 Mashinostroiteley Passage, Severodvinsk, Arkhangelsk Region, Russia","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-aFQVGJL8uaDcuyVmmsDNbw","LegalEntity","Public Joint Stock Company Kurganmashzavod","Kurganmashzavod;OAO Kurganmashzavod;PJSC Kurgan Machine Building Factory;PJSC Kurgansky Mashinostroitelny Factory;PJSC Kurgansky Mashinostroitelny Zavod;クルガンマシュザヴォド;公共株式会社ク ルガン機械製造工場;公共株式会社クルガンマシュザヴォド","","","17 Mashinostroitely Avenue, Letter 1J, Kurgan, Kurgan Oblast, 640021, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-aPmoGCphtaSWYQEhxpHw5A","LegalEntity","Trust Logistics Group LLC","OOO Trast Lodzhistiks Grupp;有限会社トラスト・ロジスティクス・グループ","","","32kl Baryshikha Street, Moscow, 125368, Russia;92 Yurovskaya Street, Moscow, 125466, Russia.;Office 321, 3rd Floor, Property 5, Territory of Sheremetyevo Airport, Khimki, Moscow Oblast, 141402, Russia;Room 40, Suite I, Building 92, Yurovskaya Street, Moscow, 125466, Russia;and 23 Yelizarova Street, Samara, 443051, Russia","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-aRXrKfyzg6itcukRjGx9dT","LegalEntity","VMK Limited Liability Company","Limited Liability Company VMK;OOO VMK;VMK LLC;VMK OOO Samara;VMK有限会社;VMK有限会社サマラ;有限会社 VMK","","","Office 258, 1A Smyshlyayevskoye Highway, Zubchaninovka village, Samara, Samara region, 443050, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-aSHeP8hfseLEUaZZja6sSk","LegalEntity","Ryazan Radio-Plant","リャザン無線プラント","","","11 Lermontova Street, Ryazan, Ryazanskaya Oblast, 390023, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-aYPfZwjvyehXPYaLHgwban","LegalEntity","Automated Procurement System for State Defense Orders, LLC","AST GOZ LLC;有限会社 AST GOZ;有限会社国家防衛発注自動入札システム","","","78/1 Profsoyuznaya St., Moscow, 117393, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-aaxDBbGdRBRTJ9whFCZHTh","LegalEntity","Tactical Missile Corporation, Concern “MPO—Gidropribor”","Central Research Institute “Gidropribor”;Joint Stock Company Concern Sea Underwater Weapons Gidropribor;Research Institute “Gidpropridor”;「ギドロプリボル」 中央研究所;戦術ミサイル兵器コーポレーション・コンツェルン「MPOギドロプリボル」;株式会社 コンツェルン海洋水中兵器ギドロプリボル､「ギドロプリボル」研究所","","","24, Sampsonievskiy pr., Saint Petersburg, 194044, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-abdzbEBkqyT29GyREbiURZ","LegalEntity","ZALA Aero Group","A-Level Aerosystems;CST;CST LLC;CST Limited;CST, OOO;CST有限会社;TsST LLC;TsST Limited;TsST Limited Liability Company;TsST, OOO;TsST有限 会社;ZALA;ZALA AERO;ZALA AERO GROUP—Bespilotniye Sistemy;ZALA AERO GROUP—Unmanned Systems;ZALA Aero Group Limited Liability Company;エーレベル航空システムズ;ザラ;ザラ・アエロ;ザラ・アエロ・グル ープ有限会社;ザラ・アエロ・グループ;ザラ・アエロ・グループ無人システム","","","118 40 Let Pobedy Street, Izhevsk, Udmurt Republic, 426072, Russia;3 Perunovsky Per., Building 2, Floor 3, Room 21, Moscow, 127055, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-adM82LLzccqYz4toumLwM9","LegalEntity","Federal State Enterprise Perm Powder Plant","FKP Permsky Porokhovoy Zavod;FKPペルミ火薬工場;Federalnoe Kazennoe Predpriyatie Permski Porokhovoi Zavod;Perm Gunpowder Mill;Perm Powder Plant;Permski Porokhovoi Zavod;ペルミ火薬工場;連邦国家企業ペルミ火薬工場","","","11 Galperina Street, Perm, Perm Region, 614101, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-afvjtccNbHPNihXV7oYbB9","LegalEntity","Milandr ICC JSC","AO PKK Milandr;JSC PKK Milandr;MPK Milandr, OOO;Milandr;Milur IS, OOO;PKK Milandr AO;ミランドル;有限会社 MPKミランドル;有限会社ミルルIS;株式会社PKK ミランドル;株式会社ミランドル ICC","","","Georgievskiy Prospekt, 5, Zelenograd, Moscow, 124498, Russia.;Georgievsky Prospekt, 5, Floor 2, Room 38, Zelenograd, Moscow, 124498, Russia;Office 38, Premises 1, 2nd Floor, 5, Georgievskiy Prospekt, Zelenograd, 124498, Moscow, Russia.;Office 38, Premises I, 2nd Floor, 5, Georgievskiy Prospekt, Zelenograd, 124498, Moscow, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-agXGSq4taaqsNatZ9ofvHp","LegalEntity","Salute Gas Turbine Research and Production Center","サリュート・ガスタービン研究製造センター","","","16 Prospect Budennogo, Moscow 105118, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-ah5cwAe4un6ZaLxAaW2heX","LegalEntity","Severnaya Verf Shipbuilding Factory","OJSC Shipbuilding Plant Severnaya Verf;セーヴェルナヤ・ワーフ造船工場;公開株式会社セーヴェルナヤ・ワーフ造船プラン ト","","","6 Korabelnaya Street, St. Petersburg, Russia, 198096.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-ahyhMGn92ttGQLQPDTMF2p","LegalEntity","Joint Stock Company 121 Aviation Repair Plant","121 ARZ;株式会社第121航空修理工場","","","10 Pochtovaya Street, Room 203, Stary Gorodok, Odintsovo District, Moscow Oblast, 143079, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-ajiWTC3FBiiRANRuD47p9J","LegalEntity","Closed Joint Stock Company Turborus","Turborus ZAO;トゥルボルス ZAO;非公開株式会社トゥルボルス","","","179 Prospect Lenina, Rybinsk, Rybinsk Region, Yaroslavl Oblast 152907, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-aooFuWz3rfcmpLYesMDrqb","LegalEntity","Joint Stock Company Design Technology Center Elektroni","AO KTTs Elektronika;AO Konstruktorsko-Tekhnologicheskiy Tsentr Elektronika;JSC Electronics EDC;JSC Electronics Engineering and Design Center;JSC Elektronika Engineering and Design Center;株式 会社エレクトロニクス工学設計センター;株式会社 KTTs エレクトロニカ;株式会社設計技術センター・エレクトロニカ","","","119A Leninskiy Prospekt, Building 17a, 2nd Floor, Voronezh, 394033, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-apEqbCL4AnLNYycLELms9B","LegalEntity","Alfa Beta Creative LLC","有限会社アルファ・ベータ・クリエイティブ","","","16A Navoi Street, Shaykhantakhur District, Tashkent, 100011, Uzbekistan.","","ウクライナをめぐる国際平和のための国際的な努力に我が国として寄与す るために講ずる輸出等に係る禁止措置の対象となるロシア連邦及びベラルー シ共和国以外の国の団体を指定する件（令和五年外務省告示第四百四十七号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-b4rPP6EfzQS8nFvvgvJK72","LegalEntity","Device Consulting","Device Consulting Co. Ltd;デバイス・コンサルティング;デバイス・コンサルティング有限会社","","","Aerodromnaya St. 6-A-45, St. Petersburg, 197348, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-b5ULnm29K7BgfFYQ3GAs6L","LegalEntity","33rd Scientific Research and Testing Institute","33rd Central Experimental Institute for Scientific Research of the Ministry of;33rd Central Research and Testing Institute of the Ministry of Defence of the Russian;33rd Central Scientific Research Institute;33rd Central Scientific Research Institute (TsNII);33rd Military Scientific Centre;33rd Research and Development Centre of the Ministry of Defence;33rd TsNIII;Institute of Chemical Defence;ロシア連邦国防省第 33中央研究試験所;化学防衛研究所;国防省科学研究第33 中央試験研究所;第 33 軍事学 術センター;第 33TsNIII;第 33中央科学研究所(TsNII);第33科学研究試験所;防衛省第 33研究開発センター","","","1 Ulitsa Krasnoznamennaya, Volsk-18, Shikhany, Saratov Oblast, 412918, Russia;Krasnoznamennaya Street 1, Shikhany-2, Volsk, Saratov Oblast, 412918, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-b8gFjR7fM3mrasQXMVoQCy","LegalEntity","Scientific-Production Enterprise Salyut JSC","JSC NPP Salyut;株式会社学術生産企業サリュート","","","7 Larina St., Nizhny Novgorod, 603950, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-b9ZNMytYHioq2GYbCFsmbM","LegalEntity","Scientific Production Association Izhevsk Unmanned Systems Limited Liability Company","Izhmash-Unmanned Systems Company;Izmash-Bespilotnye Sistemy, OOO;LLC Research and Production Association IZHBS;NPO IZHBS;OOO NPO IZHBS;OOO Nauchno-Proizvodstvennoe Obedinenie Izhevskie Bespilotnye Systemy;Research and Production Association Izhevsk Unmanned Systems LLC;イジュマシュ無人システム会社;学術生産公団 IZHBS;有限会社イズマシュ無人システム;有限会社学術生産公団 IZHBS;有限会社学術生産団体イジェフスク無人システム","","","2 Ordzhonikidze Street, Izhevsk, Udmurt Republic, 426063, Russia;2A Trofimova Street, Room 221, Danilovski Municipal Okrug, Moscow, 115432, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bFDULcHPWhvftdXWdehSkJ","LegalEntity","Joint Stock Company Head Special Design Bureau Prozhektor","株式会社特別設計本局プロジェクター","","","56 Highway Enthusiasts, Moscow, 111123, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bGkA8CcKc4Pq56SypcmXiB","LegalEntity","Joint Stock Company Vodtranspribor","株式会社ヴォドトランスプリボール","","","64 Serdobolskaya Street, Saint Petersburg, 197342, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bJThAbso99PAbqDzL62S5J","LegalEntity","Public Joint Stock Company Motovilikha Plants","MZ Perm;MZペルミ;Motovilicha Plants;Motovilikha Factories;PAO Motovilikhinskie Zavody;PAO Spetsialnogo Machinostroeniya i Metallurgii Motovilikhinskie Zavody;モトヴィリハ工場;公共株式会社モトヴィリハ工場;公共株式会社特殊機 械製造・冶金モトヴィリハ工場","","","35 1905 Goda Street, Perm, Perm Territory, 614014, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bMEwpp33FmY8jQKWQJfWne","LegalEntity","Open Joint Stock Company Mariyskiy Machine-Building Plant","AO MMZ;AO Mariyskiy Mashinostroitelnyi Zavod;JSC Mari Machine Building Plant;MARI MMZ;OAO MMZ;OAO Mariyskiy Mashinostroitelnyy Zavod;公開株式会社マリイスキー機械製造工場;株式 会社MMZ;株式会社マリイスキー機械製造工場;株式会社マリ機械製造工場","","","15 Suvorova Street, Yoshkar-Ola, Republic of Mari-El, 424003, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bPFPMcTTsuVBdNthrYhM8i","LegalEntity","Joint Stock Company Marine Instrument Engineering Corporation","AO KMP;AO Korporatsiya Morskogo Priobostroeniya;JSC KMP;JSC Marine Instrumentation Corporation;株式会社 KMP;株式会社海洋機器エンジニアリング社;株式会社海洋機器社","","","30 Malaya Posadskaya Street, Saint Petersburg, 197046, Russia;4 Shvernika Street, Building 4, Moscow, 117292, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bS5LRhepChEoMeZTNakoFH","LegalEntity","Amur Shipbuilding Factory PJSC","PAO Amurskiy Sudostroitelnyy Zavod;PJSC ASZ;公共株式会 社ASZ;公共株式会社アムール造船所","","","1 Alleya Truda Street, Komsomolsk-na-Amure, Khabarovskiy Krai, Russia, 681000.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bcXpUctZCj9hFJ8cFqPpBM","LegalEntity","NPO High Precision Systems JSC","株式会社学術生産公団高精度コンプレックス","","","Kievskaya Street 7, Moscow, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bd7RwKVZn7DQ4exkwcWev8","LegalEntity","Evgeny Krayushin","エヴゲーニー・クラユシン","","","9 Melitopolskaya ul., Str. 3, Moscow, Russia.;Building 41, 3 Zheleznodorozhniy Lane, Dmitrov, Moscow, Russia","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bfewjegYZqDzcjkLk4tWBi","LegalEntity","Strategic Control Posts Corporation","Central Design Bureau of Heavy Machine Building SPU TsKB TM;JSC Corporation SPUCCB TM;戦略管制所コーポレーション;株式会社コーポレ ーションSPUCCB TM;重機製造中央設計局 SPU TsKB TM","","","12A Vozvodnaya St., Moscow, 111024, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bhQnSMi87Ewv6fRk7Q6Z8n","LegalEntity","Internal Troops of the Ministry of Internal Affairs of the Republic of Belarus","MVD Internal Troops;ベラルーシ共和国内務省国内軍","","","4 Golodskoy Val, Minsk, 220030, Belarus","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるベラルーシ共和国の団体（令和四年外務省告示第百四号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bmX4bvyLPz5Zm7uVyQjWox","LegalEntity","Joint Stock Company Ryazan Plant of Metal Ceramic Instruments","AO RZMKP;AO Ryazanski Zavod Metallokeramicheskikh Priborov;JSC Ryazan Metal Ceramics Instrumentation Plant;RMCIP;Ryazan Plant of Ceramic Devices;リャザン・セラミック装置工場;株式会社RZMKP;株式会社リャザン金属セラミック機器工 場;株式会社金属セラミック機器リャザン工場","","","51V Novaya Street, Ryazan, Ryazan Oblast, 390027, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bmdmMHxWQDq3AEUpzoq43r","LegalEntity","I JET GLOBAL DMCC","Trade Med Middle East;Trade Mid Middle East;iJET Flight Support Services;iJet;iJet Aviation Services;アイジェット;アイジェット ・アビエーション・サービス;アイジェット・フライト・サポート・サー ビス;アイ・ジェット・グローバル DMCC;トレード・ミッド・ミドル イースト;トレード・メッド・ミドルイースト","","","Damascus, Syria.;Unit No: 3504, 1 Lake Plaza, Plot No: JLT–PH2–T2A, Jumeirah Lakes Towers, Dubai, United Arab Emirates.","","ウクライナをめぐる国際平和のための国際的な努力に我が国として寄与す るために講ずる輸出等に係る禁止措置の対象となるロシア連邦及びベラルー シ共和国以外の国の団体を指定する件（令和五年外務省告示第四百四十七号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-boYpVxfbVSsUG2kRupCVBz","LegalEntity","JSC Emergency Digital Solutions (EDS)","AO EDS;LLC EDS;Limited Liability Company Emergency Digital Solutions;有限 会社エマージェンシー・デジタル・ソリューションズ;有限会社 EDS;株式会社 EDS;株式会社エマージェンシー・デジタル・ソリューションズ(EDS)","","","P.O. Box 132, Moscow, 127055, Russia.;Perunovsky Pereulok, 3, Building 2, Marina Roshcha Municipal District, Moscow, 107113, Russia","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bq7UEkVW8CkiVz6JVqtBXn","LegalEntity","Imaxchip Technology Co., Limited","Emmaxin Technology Co., Ltd;Imaxchip Technology Co Ltd;アイマックスチップ･テクノロジー有限会社;エンマクシン･テクノロジー有限会社;愛瑪芯科技有限公司","","","18E, Building 2, China Phoenix Building, Shennan Road, Futian District,Shenzhen,518000, China;Kwun Tong Industrial Center Phase 3, 3rd Floor, Unit L, Kwun Tong, Kowloon, Hong Kong, China;Lianqiu Building, No.735 Renmin West Road, Wucheng District, Jinhua, Zhejiang, China;No.59 King Yip Street, King Yip Factory Building, 5th Floor, Unit D5, Kwun Tong, Kowloon, Hong Kong, China;Nos.436–446 Kwun Tong Road, 13th Floor, Unit A15, Kowloon, Hong Kong, China;Room 705, 7/F. Fa Yuen Commercial Building, No. 75-77, Fa Yuen Street, Mong Kok, Kowloon, Hong Kong, China;Shenfang Building B3109, Futian District,Shenzhen, Guangdong, China.;Shennan Middle Road, International Culture Building, Room 2508B, Futian District, Shenzhen, Guangdong, China;Shennan Road, Phoenix Building 2, Room 18E, Futian District, Shenzhen, Guangdong, China","","ウクライナをめぐる国際平和のための国際的な努力に我が国として寄与す るために講ずる輸出等に係る禁止措置の対象となるロシア連邦及びベラルー シ共和国以外の国の団体を指定する件（令和五年外務省告示第四百四十七号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
"NK-bqpph8fvpZ9PRCmQ8XgmH3","LegalEntity","Scientific-Production Enterprise Vostok JSC","JSC NPP Vostok;株式会社学術生産企業ヴォストーク","","","276, D. Kovalchuk St., Novosibirsk, 630075, Russia.","","国際平和のための国際的な努力に我が国として寄与するために講ずる輸出等に係る禁止措置 の対象となるロシア連邦の団体（令和四年外務省告示第八十二号）","","","","Japan METI Russian List","2025-03-14T00:00:00","2025-03-14T00:00:00","2025-03-14T00:00:00"
